id,name,province,province_code,postcode_area,type,map_reference,latitude,longitude,census_division,area_code,time_zone
9917,Central Port Mouton,Nova Scotia,NS,B0T,Unincorporated area,020P15,43.91686,-64.84626,Queens,902,America/Halifax
9918,Central West River,Nova Scotia,NS,B0K,Unincorporated area,011E10,45.57688,-62.84380,Pictou,902,America/Halifax
9919,Central Woods Harbour,Nova Scotia,NS,B0W,Unincorporated area,020P12,43.54141,-65.73345,Shelburne,902,America/Halifax
9920,Centre,Nova Scotia,NS,B0J,Unincorporated area,021A08,44.37930,-64.35789,Lunenburg,902,America/Halifax
9921,Centre Burlington,Nova Scotia,NS,B0N,Unincorporated area,021H01,45.06716,-64.10383,Hants,902,America/Halifax
9922,Centredale,Nova Scotia,NS,B0K,Unincorporated area,011E07,45.41882,-62.64713,Pictou,902,America/Halifax
9923,Centre East Pubnico,Nova Scotia,NS,B0W,Unincorporated area,020P12,43.62767,-65.76879,Yarmouth,902,America/Halifax
9924,Centrelea,Nova Scotia,NS,B0S,Unincorporated area,021A14,44.81930,-65.32770,Annapolis,902,America/Halifax
9925,Centre Musquodoboit,Nova Scotia,NS,B0N,Unincorporated area,011E03,45.09894,-63.03888,Halifax,902,America/Halifax
9926,Centre Rawdon,Nova Scotia,NS,B0N,Unincorporated area,011E04,45.04631,-63.83668,Hants,902,America/Halifax
9927,Centreville,Nova Scotia,NS,B0E,Unincorporated area,011K03,46.06010,-61.22632,Inverness,902,America/Halifax
9928,Centreville,Nova Scotia,NS,B0P,Unincorporated area,021H02,45.13415,-64.52872,Kings,902,America/Halifax
9929,Centreville,Nova Scotia,NS,B0V,Unincorporated area,021B09,44.54565,-66.01097,Digby,902,America/Halifax
9930,Centreville,Nova Scotia,NS,B0W,Unincorporated area,020P05,43.47544,-65.60215,Shelburne,902,America/Halifax
9931,Centreville,Nova Scotia,NS,B1V,Unincorporated area,011K01,46.22231,-60.22964,Cape Breton,902,America/Glace_Bay
9932,Centreville Reserve Mines,Nova Scotia,NS,B1E,Unincorporated area,011K01,46.18963,-60.02508,Cape Breton,902,America/Glace_Bay
9933,Chance Harbour,Nova Scotia,NS,B0K,Unincorporated area,011E10,45.67127,-62.60595,Pictou,902,America/Halifax
9934,Chaplin,Nova Scotia,NS,B0N,Unincorporated area,011E02,45.20820,-62.84679,Halifax,902,America/Halifax
9935,Chapman Settlement,Nova Scotia,NS,B4H,Unincorporated area,011E13,45.94667,-63.93151,Cumberland,902,America/Halifax
9936,Charleston,Nova Scotia,NS,B0J,Unincorporated area,021A02,44.17349,-64.65962,Queens,902,America/Halifax
9937,Charlesville,Nova Scotia,NS,B0W,Unincorporated area,020P12,43.58245,-65.77878,Shelburne,902,America/Halifax
9938,Charlos Cove,Nova Scotia,NS,B0H,Unincorporated area,011F03,45.24649,-61.33609,Guysborough,902,America/Halifax
9939,Chaswood,Nova Scotia,NS,B0N,Unincorporated area,011E03,45.04384,-63.21606,Halifax,902,America/Halifax
9940,Chattan Park,Nova Scotia,NS,B2H,Unincorporated area,011E10,45.59627,-62.65627,Pictou,902,America/Halifax
9941,Chebogue Point,Nova Scotia,NS,B5A,Unincorporated area,020O16,43.76135,-66.11598,Yarmouth,902,America/Halifax
9942,Cheese Factory Corner,Nova Scotia,NS,B2S,Unincorporated area,011E04,45.08717,-63.65363,Hants,902,America/Halifax
9943,Chelsea,Nova Scotia,NS,B4V,Unincorporated area,021A07,44.37147,-64.74099,Lunenburg,902,America/Halifax
9944,Cherry Brook,Nova Scotia,NS,B2Z,Unincorporated area,011D11,44.70966,-63.47925,Halifax,902,America/Halifax
9945,Cherryfield,Nova Scotia,NS,B0R,Unincorporated area,021A10,44.62221,-64.81048,Lunenburg,902,America/Halifax
9946,Cherryfield Road,Nova Scotia,NS,B0R,Unincorporated area,021A10,44.66085,-64.80358,Annapolis,902,America/Halifax
9947,Cherry Hill,Nova Scotia,NS,B0J,Unincorporated area,021A02,44.15235,-64.49012,Lunenburg,902,America/Halifax
9948,Chester,Nova Scotia,NS,B0J,Village,021A09,44.54141,-64.24254,Lunenburg,902,America/Halifax
9949,Chester Acres,Nova Scotia,NS,B0J,Unincorporated area,021A09,44.58647,-64.19250,Lunenburg,902,America/Halifax
9950,Chester Basin,Nova Scotia,NS,B0J,Unincorporated area,021A09,44.56663,-64.30933,Lunenburg,902,America/Halifax
9951,Chester Grant,Nova Scotia,NS,B0J,Unincorporated area,021A09,44.61213,-64.32148,Lunenburg,902,America/Halifax
9952,Chester Islands,Nova Scotia,NS,B0J,Unincorporated area,021A09,44.51776,-64.23821,Lunenburg,902,America/Halifax
9953,Chéticamp,Nova Scotia,NS,B0E,Unincorporated area,011K11,46.62959,-61.01286,Inverness,902,America/Halifax
9954,Chéticamp Flats,Nova Scotia,NS,B0C,Unincorporated area,011K10,46.63655,-60.64148,Victoria,902,America/Halifax
9955,Chéticamp Island,Nova Scotia,NS,B0E,Unincorporated area,011K11,46.62497,-61.03475,Inverness,902,America/Halifax
9956,Cheverie,Nova Scotia,NS,B0N,Unincorporated area,021H01,45.15712,-64.17516,Hants,902,America/Halifax
9957,Chignecto,Nova Scotia,NS,B0L,Unincorporated area,021H09,45.73626,-64.21114,Cumberland,902,America/Halifax
9958,Chimney Corner,Nova Scotia,NS,B0E,Unincorporated area,011K06,46.39858,-61.15643,Inverness,902,America/Halifax
9959,Chipman Brook,Nova Scotia,NS,B0P,Unincorporated area,021H02,45.16243,-64.68540,Kings,902,America/Halifax
9960,Chipmans Corner,Nova Scotia,NS,B0P,Unincorporated area,021H01,45.10326,-64.47575,Kings,902,America/Halifax
9961,Christmas Island,Nova Scotia,NS,B1T,Unincorporated area,011F15,45.97429,-60.74479,Cape Breton,902,America/Glace_Bay
9962,Churchover,Nova Scotia,NS,B0T,Unincorporated area,020P11,43.71181,-65.35649,Shelburne,902,America/Halifax
9963,Church Point,Nova Scotia,NS,B0W,Unincorporated area,021B08,44.33843,-66.11445,Digby,902,America/Halifax
9964,Church Point Station,Nova Scotia,NS,B0W,Unincorporated area,021B08,44.30479,-66.08148,Digby,902,America/Halifax
9965,Church Street,Nova Scotia,NS,B0P,Unincorporated area,021H01,45.10622,-64.44245,Kings,902,America/Halifax
9966,Churchview,Nova Scotia,NS,B0E,Unincorporated area,011F14,45.98749,-61.14508,Inverness,902,America/Halifax
9967,Churchville,Nova Scotia,NS,B2H,Unincorporated area,011E10,45.51232,-62.63767,Pictou,902,America/Halifax
9968,Clam Bay,Nova Scotia,NS,B0J,Unincorporated area,011D10,44.73615,-62.92813,Halifax,902,America/Halifax
9969,Clam Harbour,Nova Scotia,NS,B0J,Unincorporated area,011D10,44.73379,-62.87655,Halifax,902,America/Halifax
9970,Clam Point,Nova Scotia,NS,B0W,Unincorporated area,020P05,43.49176,-65.57353,Shelburne,902,America/Halifax
9971,Claremont,Nova Scotia,NS,B0M,Unincorporated area,011E12,45.67234,-63.98590,Cumberland,902,America/Halifax
9972,Clarence,Nova Scotia,NS,B0S,Unincorporated area,021A14,44.89297,-65.24827,Annapolis,902,America/Halifax
9973,Clarence East,Nova Scotia,NS,B0S,Unincorporated area,021A14,44.92410,-65.17020,Annapolis,902,America/Halifax
9974,Clarence West,Nova Scotia,NS,B0S,Unincorporated area,021A14,44.86953,-65.28496,Annapolis,902,America/Halifax
9975,Clark's Harbour,Nova Scotia,NS,B0W,Town,020P05,43.44263,-65.62901,Shelburne,902,America/Halifax
9976,Clarksville,Nova Scotia,NS,B0N,Unincorporated area,011E04,45.10043,-63.83170,Hants,902,America/Halifax
9977,Claverhouse,Nova Scotia,NS,B0E,Unincorporated area,011K03,46.07744,-61.14842,Inverness,902,America/Halifax
9978,Clayton Park,Nova Scotia,NS,B3M,Unincorporated area,011D12,44.66029,-63.64731,Halifax,902,America/Halifax
9979,Clearland,Nova Scotia,NS,B0J,Unincorporated area,021A08,44.48132,-64.40929,Lunenburg,902,America/Halifax
9980,Clements Park,Nova Scotia,NS,B0P,Unincorporated area,021A15,44.96220,-64.94408,Kings,902,America/Halifax
9981,Clementsport,Nova Scotia,NS,B0S,Unincorporated area,021A12,44.66048,-65.60440,Annapolis,902,America/Halifax
9982,Clementsvale,Nova Scotia,NS,B0S,Unincorporated area,021A12,44.62153,-65.55556,Annapolis,902,America/Halifax
9983,Cleveland,Nova Scotia,NS,B0E,Unincorporated area,011F11,45.66797,-61.23185,Richmond,902,America/Halifax
9984,Clifton,Nova Scotia,NS,B6L,Unincorporated area,011E06,45.33289,-63.44846,Colchester,902,America/Halifax
9985,Cloud Lake,Nova Scotia,NS,B0S,Unincorporated area,021A15,44.87145,-64.89809,Annapolis,902,America/Halifax
9986,Cloverdale,Nova Scotia,NS,B0N,Unincorporated area,011E03,45.17817,-63.22078,Colchester,902,America/Halifax
9987,Cloverville,Nova Scotia,NS,B2G,Unincorporated area,011E09,45.68446,-62.01215,Antigonish,902,America/Halifax
9988,Clyde River,Nova Scotia,NS,B0W,Unincorporated area,020P11,43.63185,-65.48065,Shelburne,902,America/Halifax
9989,Clydesdale,Nova Scotia,NS,B0K,Unincorporated area,011E11,45.62516,-63.17883,Colchester,902,America/Halifax
9990,Clydesdale,Nova Scotia,NS,B2G,Unincorporated area,011E09,45.64491,-62.05962,Antigonish,902,America/Halifax
9991,Coady Road,Nova Scotia,NS,B0E,Unincorporated area,011K06,46.31836,-61.13655,Inverness,902,America/Halifax
9992,Coalburn,Nova Scotia,NS,B2H,Unincorporated area,011E10,45.56668,-62.59202,Pictou,902,America/Halifax
9993,Coddles Harbour,Nova Scotia,NS,B0H,Unincorporated area,011F04,45.16683,-61.54251,Guysborough,902,America/Halifax
9994,Coffinscroft,Nova Scotia,NS,B0W,Unincorporated area,020P12,43.54839,-65.55386,Shelburne,902,America/Halifax
9995,Cogmagun,Nova Scotia,NS,B0N,Unincorporated area,021H01,45.09417,-64.05833,Hants,902,America/Halifax
9996,Colby Village,Nova Scotia,NS,B2V,Unincorporated area,011D11,44.66812,-63.48325,Halifax,902,America/Halifax
9997,Coldbrook,Nova Scotia,NS,B4R,Unincorporated area,021H02,45.06471,-64.58541,Kings,902,America/Halifax
9998,Coldstream,Nova Scotia,NS,B0N,Unincorporated area,011E03,45.08034,-63.30857,Colchester,902,America/Halifax
9999,Cole Harbour,Nova Scotia,NS,B0H,Unincorporated area,011F06,45.26525,-61.26031,Guysborough,902,America/Halifax
10000,Cole Harbour,Nova Scotia,NS,B2V,Unincorporated area,011D11,44.67160,-63.49006,Halifax,902,America/Halifax
10001,Colindale,Nova Scotia,NS,B0E,Unincorporated area,011K04,46.06472,-61.49878,Inverness,902,America/Halifax
10002,College Grant,Nova Scotia,NS,B0K,Unincorporated area,011E11,45.66996,-63.07559,Pictou,902,America/Halifax
10003,College Grant,Nova Scotia,NS,B2G,Unincorporated area,011E08,45.40144,-62.07616,Antigonish,902,America/Halifax
10004,College Lake,Nova Scotia,NS,B0N,Unincorporated area,011E02,45.23442,-62.80088,Halifax,902,America/Halifax
10005,Collingwood Corner,Nova Scotia,NS,B0M,Unincorporated area,011E12,45.60896,-63.93688,Cumberland,902,America/Halifax
10006,Colpton,Nova Scotia,NS,B0R,Unincorporated area,021A07,44.45349,-64.84211,Lunenburg,902,America/Halifax
10007,Comeaus Hill,Nova Scotia,NS,B0W,Unincorporated area,020O09,43.69462,-66.01956,Yarmouth,902,America/Halifax
10008,Comeauville,Nova Scotia,NS,B0W,Unincorporated area,021B08,44.28872,-66.12795,Digby,902,America/Halifax
10009,Commodore Park,Nova Scotia,NS,B2W,Unincorporated area,011D12,44.68037,-63.53094,Halifax,902,America/Halifax
10010,Commons,Nova Scotia,NS,B0J,Unincorporated area,021A09,44.54770,-64.22976,Lunenburg,902,America/Halifax
10011,Concession,Nova Scotia,NS,B0W,Unincorporated area,021B08,44.28938,-66.07064,Digby,902,America/Halifax
10012,Concord,Nova Scotia,NS,B0K,Unincorporated area,011E07,45.45298,-62.79047,Pictou,902,America/Halifax
10013,Conns Mills,Nova Scotia,NS,B0K,Unincorporated area,011E13,45.76183,-63.70484,Cumberland,902,America/Halifax
10014,Conquerall,Nova Scotia,NS,B4V,Unincorporated area,021A07,44.30435,-64.56399,Lunenburg,902,America/Halifax
10015,Conquerall Bank,Nova Scotia,NS,B4V,Unincorporated area,021A08,44.36122,-64.46007,Lunenburg,902,America/Halifax
10016,Conquerall Mills,Nova Scotia,NS,B4V,Unincorporated area,021A07,44.30941,-64.52378,Lunenburg,902,America/Halifax
10017,Conrod Settlement,Nova Scotia,NS,B3E,Unincorporated area,011D14,44.76425,-63.24386,Halifax,902,America/Halifax
10018,Convoy Place,Nova Scotia,NS,B3K,Unincorporated area,011D12,44.66785,-63.61431,Halifax,902,America/Halifax
10019,Conway,Nova Scotia,NS,B0V,Unincorporated area,021A12,44.60680,-65.77172,Digby,902,America/Halifax
10020,Cooks Brook,Nova Scotia,NS,B0N,Unincorporated area,011E03,45.02634,-63.29475,Halifax,902,America/Halifax
10021,Cooks Cove,Nova Scotia,NS,B0H,Unincorporated area,011F06,45.36307,-61.48765,Guysborough,902,America/Halifax
10022,Cookville,Nova Scotia,NS,B4V,Unincorporated area,021A07,44.43179,-64.55797,Lunenburg,902,America/Halifax
10023,Copper Lake,Nova Scotia,NS,B2G,Unincorporated area,011F05,45.40129,-61.98488,Antigonish,902,America/Halifax
10024,Corberrie,Nova Scotia,NS,B0W,Unincorporated area,021A04,44.23498,-65.92890,Digby,902,America/Halifax
10025,Corkums Island,Nova Scotia,NS,B0J,Unincorporated area,021A08,44.34950,-64.32328,Lunenburg,902,America/Halifax
10026,Cornwallis Park,Nova Scotia,NS,B0S,Unincorporated area,021A12,44.65144,-65.63088,Annapolis,902,America/Halifax
10027,Cornwallis Square,Nova Scotia,NS,B0P,Village,021H02,45.07327,-64.66989,Kings,902,America/Halifax
10028,Coromonie,Nova Scotia,NS,B2H,Unincorporated area,011E07,45.46505,-62.60314,Pictou,902,America/Halifax
10029,Cottage Cove,Nova Scotia,NS,B0S,Unincorporated area,021A14,44.99327,-65.17862,Annapolis,902,America/Halifax
10030,Country Harbour Lake,Nova Scotia,NS,B0H,Unincorporated area,011F05,45.30666,-61.91661,Guysborough,902,America/Halifax
10031,Country Harbour Mines,Nova Scotia,NS,B0H,Unincorporated area,011F04,45.25410,-61.82168,Guysborough,902,America/Halifax
10032,County Line Lake,Nova Scotia,NS,B0R,Unincorporated area,021A15,44.77135,-64.63375,Kings,902,America/Halifax
10033,Cove Road,Nova Scotia,NS,B0M,Unincorporated area,011E05,45.38867,-63.88297,Colchester,902,America/Halifax
10034,Coveys Island,Nova Scotia,NS,B0R,Unincorporated area,021A01,44.24887,-64.36619,Lunenburg,902,America/Halifax
10035,Cow Bay,Nova Scotia,NS,B3G,Unincorporated area,011D11,44.62180,-63.42190,Halifax,902,America/Halifax
10036,Cowie Hill,Nova Scotia,NS,B3P,Unincorporated area,011D12,44.63209,-63.62021,Halifax,902,America/Halifax
10037,Coxheath,Nova Scotia,NS,B1R,Unincorporated area,011K01,46.10869,-60.24204,Cape Breton,902,America/Glace_Bay
10038,Craigmore,Nova Scotia,NS,B9A,Unincorporated area,011F14,45.76813,-61.47062,Inverness,902,America/Halifax
10039,Crandall Road,Nova Scotia,NS,B9A,Unincorporated area,011F11,45.63454,-61.34199,Inverness,902,America/Halifax
10040,Creelmans Crossing,Nova Scotia,NS,B0N,Unincorporated area,011E02,45.11309,-62.68342,Halifax,902,America/Halifax
10041,Creignish,Nova Scotia,NS,B0E,Unincorporated area,011F11,45.73269,-61.45989,Inverness,902,America/Halifax
10042,Creignish Hills,Nova Scotia,NS,B9A,Unincorporated area,011F14,45.75446,-61.43716,Inverness,902,America/Halifax
10043,Creignish Rear,Nova Scotia,NS,B9A,Unincorporated area,011F11,45.71634,-61.41221,Inverness,902,America/Halifax
10044,Crescent Beach,Nova Scotia,NS,B0R,Unincorporated area,021A01,44.23510,-64.41437,Lunenburg,902,America/Halifax
10045,Crescent Grove,Nova Scotia,NS,B0E,Unincorporated area,011K02,46.11597,-60.72504,Victoria,902,America/Halifax
10046,Crichton Park,Nova Scotia,NS,B3A,Unincorporated area,011D12,44.68094,-63.56658,Halifax,902,America/Halifax
10047,Croft,Nova Scotia,NS,B0H,Unincorporated area,011F12,45.49570,-61.83406,Antigonish,902,America/Halifax
10048,Crooked Lake,Nova Scotia,NS,B4N,Unincorporated area,021A15,44.90894,-64.54721,Kings,902,America/Halifax
10049,Crossburn,Nova Scotia,NS,B0S,Unincorporated area,021A10,44.74322,-64.81898,Annapolis,902,America/Halifax
10050,Cross Mountain,Nova Scotia,NS,B0C,Unincorporated area,011K07,46.48014,-60.69511,Victoria,902,America/Halifax
10051,Cross Mountain Road,Nova Scotia,NS,B0M,Unincorporated area,011E12,45.57204,-63.68876,Cumberland,902,America/Halifax
10052,Cross Point,Nova Scotia,NS,B1T,Unincorporated area,011K02,46.06111,-60.57647,Cape Breton,902,America/Glace_Bay
10053,Cross Roads,Nova Scotia,NS,B0M,Unincorporated area,021H08,45.42105,-64.35454,Cumberland,902,America/Halifax
10054,Cross Roads,Nova Scotia,NS,B0N,Unincorporated area,011E02,45.23624,-62.94094,Colchester,902,America/Halifax
10055,Cross Roads Country Harbour,Nova Scotia,NS,B0H,Unincorporated area,011F05,45.27789,-61.88469,Guysborough,902,America/Halifax
10056,Cross Roads Ohio,Nova Scotia,NS,B2G,Unincorporated area,011E08,45.48368,-62.05344,Antigonish,902,America/Halifax
10057,Crouchers Forks,Nova Scotia,NS,B3Z,Unincorporated area,011D12,44.63334,-63.89335,Halifax,902,America/Halifax
10058,Crouses Settlement,Nova Scotia,NS,B4V,Unincorporated area,021A08,44.34556,-64.40741,Lunenburg,902,America/Halifax
10059,Crousetown,Nova Scotia,NS,B4V,Unincorporated area,021A08,44.26169,-64.48548,Lunenburg,902,America/Halifax
10060,Crowell,Nova Scotia,NS,B0W,Unincorporated area,020P12,43.54250,-65.60647,Shelburne,902,America/Halifax
10061,Crowes Mills,Nova Scotia,NS,B0M,Unincorporated area,011E06,45.40018,-63.36520,Colchester,902,America/Halifax
10062,Crows Nest,Nova Scotia,NS,B0H,Unincorporated area,011E01,45.24793,-62.06693,Guysborough,902,America/Halifax
10063,Culloden,Nova Scotia,NS,B0V,Unincorporated area,021A12,44.65700,-65.83176,Digby,902,America/Halifax
10064,Currys Corner,Nova Scotia,NS,B0N,Unincorporated area,021A16,44.97757,-64.13222,Hants,902,America/Halifax
10065,Dagger Woods,Nova Scotia,NS,B0H,Unincorporated area,011F12,45.59326,-61.84046,Antigonish,902,America/Halifax
10066,Dalem Lake,Nova Scotia,NS,B1Y,Unincorporated area,011K08,46.25252,-60.41649,Cape Breton,902,America/Glace_Bay
10067,Dalhousie,Nova Scotia,NS,B0K,Unincorporated area,011E11,45.56149,-63.00459,Pictou,902,America/Halifax
10068,Dalhousie,Nova Scotia,NS,B0R,Unincorporated area,021A10,44.68943,-64.93231,Annapolis,902,America/Halifax
10069,Dalhousie Road,Nova Scotia,NS,B0R,Unincorporated area,021A10,44.72873,-64.69324,Kings,902,America/Halifax
10070,Danesville,Nova Scotia,NS,B4V,Unincorporated area,021A02,44.18947,-64.62316,Queens,902,America/Halifax
10071,Danvers,Nova Scotia,NS,B0W,Unincorporated area,021A05,44.37964,-65.89581,Digby,902,America/Halifax
10072,Dargie Lake,Nova Scotia,NS,B0S,Unincorporated area,021A11,44.65811,-65.32879,Annapolis,902,America/Halifax
10073,Darlings Lake,Nova Scotia,NS,B5A,Unincorporated area,020O16,43.95563,-66.13152,Yarmouth,902,America/Halifax
10074,Dartmouth,Nova Scotia,NS,B3A,City,011D12,44.67004,-63.57758,Halifax,902,America/Halifax
10075,Davison Street,Nova Scotia,NS,B4P,Unincorporated area,021H01,45.02551,-64.35454,Kings,902,America/Halifax
10076,Dayspring,Nova Scotia,NS,B4V,Unincorporated area,021A08,44.37006,-64.47039,Lunenburg,902,America/Halifax
10077,Dayton,Nova Scotia,NS,B5A,Unincorporated area,020O16,43.87316,-66.10504,Yarmouth,902,America/Halifax
10078,Dean,Nova Scotia,NS,B0N,Unincorporated area,011E02,45.19036,-62.88723,Halifax,902,America/Halifax
10079,Deans Corner,Nova Scotia,NS,B0J,Unincorporated area,021A08,44.39489,-64.33235,Lunenburg,902,America/Halifax
10080,DeBaies Cove,Nova Scotia,NS,B0J,Unincorporated area,011D15,44.75549,-62.81074,Halifax,902,America/Halifax
10081,Debert,Nova Scotia,NS,B0M,Unincorporated area,011E06,45.43770,-63.45852,Colchester,902,America/Halifax
10082,Debert Lake,Nova Scotia,NS,B0M,Unincorporated area,011E11,45.59595,-63.46421,Colchester,902,America/Halifax
10083,Deep Brook,Nova Scotia,NS,B0S,Unincorporated area,021A12,44.63613,-65.65563,Annapolis,902,America/Halifax
10084,Deep Cove,Nova Scotia,NS,B0J,Unincorporated area,021A09,44.53014,-64.10164,Lunenburg,902,America/Halifax
10085,Deep Cove Island,Nova Scotia,NS,B0W,Unincorporated area,020O09,43.66898,-66.04120,Yarmouth,902,America/Halifax
10086,Deepdale,Nova Scotia,NS,B0E,Unincorporated area,011K03,46.21790,-61.28107,Inverness,902,America/Halifax
10087,Deerfield,Nova Scotia,NS,B0W,Unincorporated area,020P13,43.95343,-65.99455,Yarmouth,902,America/Halifax
10088,Delaps Cove,Nova Scotia,NS,B0S,Unincorporated area,021A13,44.76860,-65.63329,Annapolis,902,America/Halifax
10089,Delhaven,Nova Scotia,NS,B0P,Unincorporated area,021H01,45.20505,-64.37789,Kings,902,America/Halifax
10090,Dempseys Corner,Nova Scotia,NS,B0P,Unincorporated area,021H02,45.05263,-64.84892,Kings,902,America/Halifax
10091,Denmark,Nova Scotia,NS,B0K,Unincorporated area,011E11,45.70938,-63.15944,Colchester,902,America/Halifax
10092,Densmores Mills,Nova Scotia,NS,B0N,Unincorporated area,011E05,45.30330,-63.70361,Hants,902,America/Halifax
10093,Denver,Nova Scotia,NS,B0H,Unincorporated area,011E08,45.33700,-62.10992,Guysborough,902,America/Halifax
10094,D'Escousse,Nova Scotia,NS,B0E,Unincorporated area,011F10,45.58807,-60.96371,Richmond,902,America/Halifax
10095,Desert,Nova Scotia,NS,B0J,Unincorporated area,011D11,44.68810,-63.26851,Halifax,902,America/Halifax
10096,Devils Island,Nova Scotia,NS,B3G,Unincorporated area,011D11,44.58234,-63.45877,Halifax,902,America/Halifax
10097,Devon,Nova Scotia,NS,B2S,Unincorporated area,011D14,44.91673,-63.40391,Halifax,902,America/Halifax
10098,Diamond,Nova Scotia,NS,B0K,Unincorporated area,011E10,45.63133,-62.97674,Pictou,902,America/Halifax
10099,Digby,Nova Scotia,NS,B0V,Town,021A12,44.62080,-65.75844,Digby,902,America/Halifax
10100,Diligent River,Nova Scotia,NS,B0M,Unincorporated area,021H08,45.41261,-64.45941,Cumberland,902,America/Halifax
10101,Dingwall,Nova Scotia,NS,B0C,Unincorporated area,011K16,46.89698,-60.46809,Victoria,902,America/Halifax
10102,Doctors Brook,Nova Scotia,NS,B2G,Unincorporated area,011E16,45.77912,-62.12266,Antigonish,902,America/Halifax
10103,Doctors Cove,Nova Scotia,NS,B0W,Unincorporated area,020P12,43.51617,-65.63266,Shelburne,902,America/Halifax
10104,Doddridge,Nova Scotia,NS,B0N,Unincorporated area,011E04,45.20903,-63.63115,Hants,902,America/Halifax
10105,Dominion,Nova Scotia,NS,B1G,Unincorporated area,011K01,46.21160,-60.01979,Cape Breton,902,America/Glace_Bay
10106,Donahue Lake,Nova Scotia,NS,B0H,Unincorporated area,011F05,45.31374,-61.50417,Guysborough,902,America/Halifax
10107,Donkin,Nova Scotia,NS,B1A,Unincorporated area,011J04,46.18163,-59.87479,Cape Breton,902,America/Glace_Bay
10108,Dorts Cove,Nova Scotia,NS,B0H,Unincorporated area,011F06,45.34825,-61.45156,Guysborough,902,America/Halifax
10109,Doucetteville,Nova Scotia,NS,B0W,Unincorporated area,021A05,44.44795,-65.82434,Digby,902,America/Halifax
10110,Douglas Road,Nova Scotia,NS,B0S,Unincorporated area,021A14,44.97586,-65.13761,Annapolis,902,America/Halifax
10111,Dover,Nova Scotia,NS,B0H,Village,011F06,45.28645,-61.04655,Guysborough,902,America/Halifax
10112,Drum Head,Nova Scotia,NS,B0H,Unincorporated area,011F04,45.14998,-61.60253,Guysborough,902,America/Halifax
10113,Dublin Shore,Nova Scotia,NS,B0R,Unincorporated area,021A08,44.26923,-64.36491,Lunenburg,902,America/Halifax
10114,Dufferin,Nova Scotia,NS,B0K,Unincorporated area,011E10,45.70082,-62.87468,Pictou,902,America/Halifax
10115,Dufferin Mines,Nova Scotia,NS,B0J,Unincorporated area,011D16,44.96108,-62.39697,Halifax,902,America/Halifax
10116,Dunakin,Nova Scotia,NS,B0E,Unincorporated area,011F14,45.95933,-61.26100,Inverness,902,America/Halifax
10117,Duncans Cove,Nova Scotia,NS,B3V,Unincorporated area,011D05,44.50073,-63.53104,Halifax,902,America/Halifax
10118,Dundee,Nova Scotia,NS,B0E,Unincorporated area,011F11,45.69635,-61.10222,Richmond,902,America/Halifax
10119,Dungarry,Nova Scotia,NS,B0E,Unincorporated area,011K04,46.01468,-61.48878,Inverness,902,America/Halifax
10120,Dunmore,Nova Scotia,NS,B0E,Unincorporated area,011F14,45.99407,-61.49773,Inverness,902,America/Halifax
10121,Dunmore,Nova Scotia,NS,B0H,Unincorporated area,011F12,45.52560,-61.91815,Antigonish,902,America/Halifax
10122,Dunns Corner,Nova Scotia,NS,B0N,Unincorporated area,011E04,45.20614,-63.63984,Hants,902,America/Halifax
10123,Dunvegan,Nova Scotia,NS,B0E,Unincorporated area,011K06,46.29824,-61.22943,Inverness,902,America/Halifax
10124,Durells Island,Nova Scotia,NS,B0H,Unincorporated area,011F06,45.34063,-61.01548,Guysborough,902,America/Halifax
10125,Durham,Nova Scotia,NS,B0K,Unincorporated area,011E10,45.61886,-62.81041,Pictou,902,America/Halifax
10126,Dutch Brook,Nova Scotia,NS,B1M,Unincorporated area,011K01,46.06582,-60.20150,Cape Breton,902,America/Glace_Bay
10127,Dutch Settlement,Nova Scotia,NS,B2S,Unincorporated area,011D14,44.99074,-63.44161,Halifax,902,America/Halifax
10128,Eagle Head,Nova Scotia,NS,B0J,Unincorporated area,021A02,44.07678,-64.61436,Queens,902,America/Halifax
10129,Earltown,Nova Scotia,NS,B0K,Unincorporated area,011E11,45.57746,-63.13759,Colchester,902,America/Halifax
10130,East Advocate,Nova Scotia,NS,B0M,Unincorporated area,021H07,45.32840,-64.76609,Cumberland,902,America/Halifax
10131,East Amherst,Nova Scotia,NS,B4H,Unincorporated area,021H16,45.84865,-64.18307,Cumberland,902,America/Halifax
10132,East Apple River,Nova Scotia,NS,B0M,Unincorporated area,021H07,45.47043,-64.77102,Cumberland,902,America/Halifax
10133,East Baccaro,Nova Scotia,NS,B0W,Unincorporated area,020P06,43.46245,-65.46845,Shelburne,902,America/Halifax
10134,East Bay,Nova Scotia,NS,B1J,Unincorporated area,011K01,46.01921,-60.37157,Cape Breton,902,America/Glace_Bay
10135,East Berlin,Nova Scotia,NS,B0J,Unincorporated area,021A02,44.07366,-64.56111,Queens,902,America/Halifax
10136,East Berwick,Nova Scotia,NS,B0P,Unincorporated area,021H02,45.04870,-64.70671,Kings,902,America/Halifax
10137,East Branch,Nova Scotia,NS,B0K,Unincorporated area,011E11,45.66083,-63.02417,Pictou,902,America/Halifax
10138,East Canaan,Nova Scotia,NS,B0W,Unincorporated area,020P13,43.97097,-65.86971,Yarmouth,902,America/Halifax
10139,East Chester,Nova Scotia,NS,B0J,Unincorporated area,021A09,44.56167,-64.22199,Lunenburg,902,America/Halifax
10140,East Chezzetcook,Nova Scotia,NS,B0J,Unincorporated area,011D11,44.72334,-63.23802,Halifax,902,America/Halifax
